Restaurant_ID,Restaurant_Name,City,Area,Cuisine_Type,Restaurant_Type,Price_Range,Rating,Total_Reviews,Avg_Delivery_Time_Min,Monthly_Orders,Avg_Order_Value_INR,Years_Active,Review_Sentiment_Score,Discount_Offered_Pct,On_Zomato,On_Swiggy,Staff_Count,Success_Score,Status,Monthly_Revenue,Revenue_Band,Dual_Platform,Sentiment_Category,Delivery_Speed,Rating_Band
R0428,Restaurant_428,Hyderabad,Jubilee Hills,Fast Food,Quick Service,Luxury (> ₹1000),3.3,577,60,933,1046,4.4,0.68,10,Yes,Yes,28,25.9,Closed,975918,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),3.0–3.5
R0429,Restaurant_429,Delhi,Lajpat Nagar,Fast Food,Quick Service,Luxury (> ₹1000),3.9,3622,47,2749,1107,0.9,-0.51,10,Yes,Yes,20,61.9,Stable,3043143,High (>15L),Both Platforms,Negative,Slow (>45 min),3.5–4.0
R0430,Restaurant_430,Bangalore,MG Road,North Indian,Quick Service,Budget (< ₹200),2.6,737,40,2564,485,8.7,0.82,30,Yes,Yes,28,42.3,Struggling,1243540,Medium (5–15L),Both Platforms,Positive,Normal (30–45 min),<3.0
R0431,Restaurant_431,Bangalore,Indiranagar,South Indian,Fine Dining,Budget (< ₹200),3.8,4804,69,2251,437,5.2,-0.64,0,Yes,Yes,40,59.0,Stable,983687,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),3.5–4.0
R0432,Restaurant_432,Hyderabad,Madhapur,Italian,Delivery Only,Budget (< ₹200),2.9,2299,48,1772,440,8.7,-0.7,50,Yes,Yes,23,32.3,Struggling,779680,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),<3.0
R0433,Restaurant_433,Hyderabad,Hitech City,Chinese,Cafe,Luxury (> ₹1000),4.3,2574,21,2743,1170,9.1,-0.74,0,Yes,Yes,38,62.6,Stable,3209310,High (>15L),Both Platforms,Negative,Fast (<30 min),4.0–4.5
R0434,Restaurant_434,Pune,Wakad,South Indian,Fine Dining,Mid-range (₹200-₹500),4.6,3232,20,1709,1129,9.8,-0.34,0,Yes,Yes,16,76.6,Thriving,1929461,High (>15L),Both Platforms,Negative,Fast (<30 min),4.5+
R0435,Restaurant_435,Bangalore,HSR Layout,Biryani,Quick Service,Budget (< ₹200),3.2,706,72,2113,662,7.5,0.87,20,No,Yes,13,38.5,Struggling,1398806,Medium (5–15L),Swiggy Only,Positive,Slow (>45 min),3.0–3.5
R0436,Restaurant_436,Pune,Hadapsar,Cafe,Fine Dining,Premium (₹500-₹1000),3.6,274,68,313,836,6.6,0.33,10,Yes,No,15,30.9,Closed,261668,Low (<5L),Zomato Only,Positive,Slow (>45 min),3.5–4.0
R0437,Restaurant_437,Mumbai,Bandra,Chinese,Delivery Only,Mid-range (₹200-₹500),4.6,3411,70,1408,642,5.0,0.52,20,Yes,Yes,21,56.9,Stable,903936,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),4.5+
R0438,Restaurant_438,Kolkata,New Town,Chinese,Quick Service,Luxury (> ₹1000),4.9,4722,34,184,1150,0.7,0.21,10,Yes,No,15,67.7,Stable,211600,Low (<5L),Zomato Only,Neutral,Normal (30–45 min),4.5+
R0439,Restaurant_439,Bangalore,Koramangala,Continental,Fine Dining,Luxury (> ₹1000),4.0,1272,25,1607,354,9.5,-0.59,50,No,No,46,49.1,Stable,568878,Medium (5–15L),No Platform,Negative,Fast (<30 min),3.5–4.0
R0440,Restaurant_440,Hyderabad,Ameerpet,Italian,Delivery Only,Premium (₹500-₹1000),3.2,4098,44,633,621,8.6,0.28,20,Yes,No,14,41.5,Struggling,393093,Low (<5L),Zomato Only,Neutral,Normal (30–45 min),3.0–3.5
R0441,Restaurant_441,Bangalore,Koramangala,Fast Food,Cafe,Mid-range (₹200-₹500),4.0,2084,43,2487,880,6.6,-0.65,40,Yes,Yes,47,50.9,Stable,2188560,High (>15L),Both Platforms,Negative,Normal (30–45 min),3.5–4.0
R0442,Restaurant_442,Hyderabad,Ameerpet,Continental,Quick Service,Premium (₹500-₹1000),2.7,4612,23,313,520,9.3,0.05,20,Yes,Yes,19,39.0,Closed,162760,Low (<5L),Both Platforms,Neutral,Fast (<30 min),<3.0
R0443,Restaurant_443,Kolkata,Tollygunge,Biryani,Delivery Only,Budget (< ₹200),4.0,2182,30,2163,684,9.3,0.78,10,Yes,Yes,48,62.1,Stable,1479492,Medium (5–15L),Both Platforms,Positive,Fast (<30 min),3.5–4.0
R0444,Restaurant_444,Bangalore,Whitefield,South Indian,Cafe,Budget (< ₹200),4.9,4139,75,1250,945,3.9,-0.03,20,Yes,Yes,30,73.9,Thriving,1181250,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),4.5+
R0445,Restaurant_445,Pune,Wakad,Mughlai,Delivery Only,Luxury (> ₹1000),2.6,1267,23,1041,367,0.8,-0.33,40,No,Yes,34,16.4,Closed,382047,Low (<5L),Swiggy Only,Negative,Fast (<30 min),<3.0
R0446,Restaurant_446,Pune,Wakad,Street Food,Quick Service,Luxury (> ₹1000),3.7,1262,27,1531,275,2.4,-0.29,10,Yes,Yes,40,55.0,Stable,421025,Low (<5L),Both Platforms,Neutral,Fast (<30 min),3.5–4.0
R0447,Restaurant_447,Delhi,Rohini,Cafe,Delivery Only,Luxury (> ₹1000),4.8,2066,69,2140,873,1.4,-0.21,20,Yes,No,26,62.7,Stable,1868220,High (>15L),Zomato Only,Neutral,Slow (>45 min),4.5+
R0448,Restaurant_448,Mumbai,Juhu,Chinese,Dine-in,Budget (< ₹200),3.7,3980,49,2673,1158,3.1,0.38,20,Yes,No,23,69.5,Stable,3095334,High (>15L),Zomato Only,Positive,Slow (>45 min),3.5–4.0
R0449,Restaurant_449,Bangalore,Indiranagar,North Indian,Cafe,Premium (₹500-₹1000),4.5,629,55,2566,570,1.4,-0.34,10,No,Yes,4,61.7,Stable,1462620,Medium (5–15L),Swiggy Only,Negative,Slow (>45 min),4.0–4.5
R0450,Restaurant_450,Bangalore,HSR Layout,Continental,Cafe,Mid-range (₹200-₹500),2.8,4071,71,1870,933,8.2,-0.24,10,Yes,Yes,26,35.3,Struggling,1744710,High (>15L),Both Platforms,Neutral,Slow (>45 min),<3.0
R0451,Restaurant_451,Kolkata,Ballygunge,Fast Food,Fine Dining,Luxury (> ₹1000),2.7,3511,71,1608,808,2.3,0.34,0,Yes,Yes,32,36.3,Struggling,1299264,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),<3.0
R0452,Restaurant_452,Bangalore,HSR Layout,Street Food,Fine Dining,Budget (< ₹200),3.2,3632,25,2056,487,1.9,-0.57,20,Yes,No,21,49.5,Stable,1001272,Medium (5–15L),Zomato Only,Negative,Fast (<30 min),3.0–3.5
R0453,Restaurant_453,Mumbai,Bandra,Street Food,Dine-in,Luxury (> ₹1000),3.5,3856,62,2428,1012,2.9,-0.34,0,Yes,Yes,50,52.7,Stable,2457136,High (>15L),Both Platforms,Negative,Slow (>45 min),3.0–3.5
R0454,Restaurant_454,Bangalore,Indiranagar,Continental,Dine-in,Budget (< ₹200),3.5,2488,40,2505,921,4.8,0.41,20,Yes,Yes,16,46.2,Stable,2307105,High (>15L),Both Platforms,Positive,Normal (30–45 min),3.0–3.5
R0455,Restaurant_455,Chennai,Mylapore,South Indian,Quick Service,Budget (< ₹200),2.5,1005,20,803,851,5.0,0.45,40,Yes,Yes,47,29.8,Struggling,683353,Medium (5–15L),Both Platforms,Positive,Fast (<30 min),<3.0
R0456,Restaurant_456,Kolkata,New Town,South Indian,Delivery Only,Mid-range (₹200-₹500),2.5,966,72,165,892,9.7,0.75,10,No,Yes,44,8.9,Closed,147180,Low (<5L),Swiggy Only,Positive,Slow (>45 min),<3.0
R0457,Restaurant_457,Hyderabad,Banjara Hills,Fast Food,Quick Service,Mid-range (₹200-₹500),3.7,228,27,780,1104,1.9,0.46,40,No,Yes,31,42.6,Struggling,861120,Medium (5–15L),Swiggy Only,Positive,Fast (<30 min),3.5–4.0
R0458,Restaurant_458,Hyderabad,Hitech City,Cafe,Quick Service,Budget (< ₹200),3.3,891,60,1868,1182,4.4,0.09,50,Yes,Yes,34,32.1,Struggling,2207976,High (>15L),Both Platforms,Neutral,Slow (>45 min),3.0–3.5
R0459,Restaurant_459,Ahmedabad,Satellite,North Indian,Fine Dining,Budget (< ₹200),3.6,2637,55,360,454,9.0,-0.05,40,Yes,No,42,47.5,Stable,163440,Low (<5L),Zomato Only,Neutral,Slow (>45 min),3.5–4.0
R0460,Restaurant_460,Pune,Hadapsar,Continental,Dine-in,Mid-range (₹200-₹500),3.2,1624,50,1508,628,2.7,-0.4,20,No,Yes,21,37.7,Closed,947024,Medium (5–15L),Swiggy Only,Negative,Slow (>45 min),3.0–3.5
R0461,Restaurant_461,Kolkata,Tollygunge,Biryani,Quick Service,Mid-range (₹200-₹500),4.1,2363,64,453,863,5.1,-0.49,10,No,Yes,29,50.9,Stable,390939,Low (<5L),Swiggy Only,Negative,Slow (>45 min),4.0–4.5
R0462,Restaurant_462,Ahmedabad,Prahlad Nagar,Italian,Delivery Only,Budget (< ₹200),5.0,2989,36,1562,873,2.0,0.69,50,Yes,Yes,24,74.6,Thriving,1363626,Medium (5–15L),Both Platforms,Positive,Normal (30–45 min),4.5+
R0463,Restaurant_463,Hyderabad,Banjara Hills,Street Food,Delivery Only,Luxury (> ₹1000),3.1,2837,70,1555,967,0.9,0.78,20,Yes,Yes,48,29.6,Struggling,1503685,High (>15L),Both Platforms,Positive,Slow (>45 min),3.0–3.5
R0464,Restaurant_464,Ahmedabad,Navrangpura,South Indian,Fine Dining,Budget (< ₹200),4.6,393,52,531,351,6.5,0.77,20,Yes,Yes,48,50.1,Stable,186381,Low (<5L),Both Platforms,Positive,Slow (>45 min),4.5+
R0465,Restaurant_465,Ahmedabad,Bodakdev,South Indian,Delivery Only,Premium (₹500-₹1000),3.3,1178,27,926,629,9.7,0.58,0,Yes,No,24,35.4,Closed,582454,Medium (5–15L),Zomato Only,Positive,Fast (<30 min),3.0–3.5
R0466,Restaurant_466,Chennai,Adyar,Continental,Cafe,Mid-range (₹200-₹500),2.9,4388,46,1034,321,8.1,-0.06,30,No,Yes,4,38.5,Struggling,331914,Low (<5L),Swiggy Only,Neutral,Slow (>45 min),<3.0
R0467,Restaurant_467,Mumbai,Bandra,Biryani,Cafe,Luxury (> ₹1000),5.0,1396,47,351,582,7.7,0.39,10,Yes,Yes,29,57.9,Stable,204282,Low (<5L),Both Platforms,Positive,Slow (>45 min),4.5+
R0468,Restaurant_468,Chennai,Mylapore,Biryani,Cafe,Budget (< ₹200),4.6,4373,59,701,897,4.3,0.36,50,No,Yes,44,62.7,Stable,628797,Medium (5–15L),Swiggy Only,Positive,Slow (>45 min),4.5+
R0469,Restaurant_469,Hyderabad,Hitech City,South Indian,Dine-in,Premium (₹500-₹1000),3.5,1082,53,2315,470,2.5,0.12,20,Yes,Yes,4,32.5,Struggling,1088050,Medium (5–15L),Both Platforms,Neutral,Slow (>45 min),3.0–3.5
R0470,Restaurant_470,Chennai,Anna Nagar,Fast Food,Quick Service,Budget (< ₹200),4.3,3105,36,2668,699,3.9,-0.71,0,No,Yes,39,68.5,Stable,1864932,High (>15L),Swiggy Only,Negative,Normal (30–45 min),4.0–4.5
R0471,Restaurant_471,Ahmedabad,Prahlad Nagar,Italian,Fine Dining,Mid-range (₹200-₹500),3.4,2380,62,2446,868,1.8,-0.12,10,Yes,Yes,36,44.8,Struggling,2123128,High (>15L),Both Platforms,Neutral,Slow (>45 min),3.0–3.5
R0472,Restaurant_472,Pune,Hadapsar,South Indian,Delivery Only,Luxury (> ₹1000),4.6,721,25,354,615,8.9,0.06,40,Yes,Yes,46,54.1,Stable,217710,Low (<5L),Both Platforms,Neutral,Fast (<30 min),4.5+
R0473,Restaurant_473,Kolkata,New Town,Cafe,Quick Service,Luxury (> ₹1000),5.0,4060,66,1807,1023,2.0,0.11,40,No,Yes,48,72.9,Thriving,1848561,High (>15L),Swiggy Only,Neutral,Slow (>45 min),4.5+
R0474,Restaurant_474,Mumbai,Powai,Italian,Quick Service,Luxury (> ₹1000),2.6,1334,55,1612,1123,9.5,0.28,30,Yes,Yes,26,26.8,Closed,1810276,High (>15L),Both Platforms,Neutral,Slow (>45 min),<3.0
R0475,Restaurant_475,Bangalore,Koramangala,Biryani,Cafe,Premium (₹500-₹1000),3.3,4030,21,685,325,7.9,-0.04,20,Yes,Yes,14,54.3,Stable,222625,Low (<5L),Both Platforms,Neutral,Fast (<30 min),3.0–3.5
R0476,Restaurant_476,Ahmedabad,Navrangpura,South Indian,Fine Dining,Premium (₹500-₹1000),2.7,416,46,2070,766,3.4,0.01,20,No,No,49,32.7,Closed,1585620,High (>15L),No Platform,Neutral,Slow (>45 min),<3.0
R0477,Restaurant_477,Bangalore,Jayanagar,Mughlai,Quick Service,Luxury (> ₹1000),2.9,2714,25,2659,860,6.4,-0.1,30,Yes,Yes,45,52.9,Stable,2286740,High (>15L),Both Platforms,Neutral,Fast (<30 min),<3.0
R0478,Restaurant_478,Chennai,Mylapore,South Indian,Delivery Only,Budget (< ₹200),3.9,2580,55,2742,306,6.6,-0.65,50,Yes,Yes,33,52.2,Stable,839052,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),3.5–4.0
R0479,Restaurant_479,Delhi,Connaught Place,Street Food,Delivery Only,Budget (< ₹200),3.2,1735,35,2990,1039,8.9,-0.0,50,Yes,No,40,37.0,Struggling,3106610,High (>15L),Zomato Only,Neutral,Normal (30–45 min),3.0–3.5
R0480,Restaurant_480,Delhi,Saket,Continental,Delivery Only,Luxury (> ₹1000),2.6,4374,40,1664,443,1.4,0.96,50,Yes,Yes,12,37.9,Struggling,737152,Medium (5–15L),Both Platforms,Positive,Normal (30–45 min),<3.0
R0481,Restaurant_481,Bangalore,Whitefield,Continental,Delivery Only,Budget (< ₹200),4.0,2714,31,211,910,1.1,-0.1,20,Yes,No,23,44.4,Struggling,192010,Low (<5L),Zomato Only,Neutral,Normal (30–45 min),3.5–4.0
R0482,Restaurant_482,Mumbai,Bandra,Italian,Delivery Only,Mid-range (₹200-₹500),3.7,4182,44,571,455,1.1,0.04,30,Yes,No,4,48.3,Stable,259805,Low (<5L),Zomato Only,Neutral,Normal (30–45 min),3.5–4.0
R0483,Restaurant_483,Hyderabad,Banjara Hills,Fast Food,Fine Dining,Budget (< ₹200),3.1,4594,61,614,491,5.9,0.0,50,Yes,Yes,26,39.7,Closed,301474,Low (<5L),Both Platforms,Neutral,Slow (>45 min),3.0–3.5
R0484,Restaurant_484,Hyderabad,Gachibowli,Continental,Fine Dining,Luxury (> ₹1000),2.6,3856,73,2642,476,6.7,-0.5,0,No,Yes,41,28.2,Struggling,1257592,Medium (5–15L),Swiggy Only,Negative,Slow (>45 min),<3.0
R0485,Restaurant_485,Pune,Wakad,Italian,Fine Dining,Premium (₹500-₹1000),2.6,4425,56,386,487,1.4,0.46,10,Yes,No,16,34.5,Struggling,187982,Low (<5L),Zomato Only,Positive,Slow (>45 min),<3.0
R0486,Restaurant_486,Pune,Wakad,Biryani,Cafe,Luxury (> ₹1000),3.2,2684,41,962,650,9.6,-0.21,10,Yes,No,3,45.5,Stable,625300,Medium (5–15L),Zomato Only,Neutral,Normal (30–45 min),3.0–3.5
R0487,Restaurant_487,Bangalore,HSR Layout,Street Food,Quick Service,Luxury (> ₹1000),3.8,685,54,226,1093,8.4,0.41,0,Yes,No,41,33.1,Closed,247018,Low (<5L),Zomato Only,Positive,Slow (>45 min),3.5–4.0
R0488,Restaurant_488,Delhi,Connaught Place,Mughlai,Cafe,Mid-range (₹200-₹500),3.6,1864,67,181,956,3.2,0.86,20,Yes,Yes,42,39.4,Struggling,173036,Low (<5L),Both Platforms,Positive,Slow (>45 min),3.5–4.0
R0489,Restaurant_489,Hyderabad,Jubilee Hills,Mughlai,Cafe,Budget (< ₹200),3.2,1762,20,903,1187,8.3,-0.09,20,No,Yes,38,32.2,Struggling,1071861,Medium (5–15L),Swiggy Only,Neutral,Fast (<30 min),3.0–3.5
R0490,Restaurant_490,Bangalore,Koramangala,Cafe,Delivery Only,Budget (< ₹200),2.8,4718,74,1033,1082,5.5,0.61,10,Yes,Yes,46,38.3,Struggling,1117706,Medium (5–15L),Both Platforms,Positive,Slow (>45 min),<3.0
R0491,Restaurant_491,Kolkata,Tollygunge,North Indian,Cafe,Luxury (> ₹1000),4.6,3383,37,598,876,5.4,0.09,50,Yes,Yes,6,58.7,Stable,523848,Medium (5–15L),Both Platforms,Neutral,Normal (30–45 min),4.5+
R0492,Restaurant_492,Kolkata,Bhowanipur,Mughlai,Cafe,Budget (< ₹200),3.5,2791,25,2442,1007,0.7,0.53,30,Yes,Yes,15,50.3,Stable,2459094,High (>15L),Both Platforms,Positive,Fast (<30 min),3.0–3.5
R0493,Restaurant_493,Chennai,T Nagar,South Indian,Dine-in,Luxury (> ₹1000),3.6,246,57,2665,1137,3.7,-0.35,0,No,Yes,24,45.4,Stable,3030105,High (>15L),Swiggy Only,Negative,Slow (>45 min),3.5–4.0
R0494,Restaurant_494,Pune,Baner,Italian,Dine-in,Luxury (> ₹1000),4.4,3707,57,611,267,9.8,0.85,30,Yes,Yes,11,52.4,Stable,163137,Low (<5L),Both Platforms,Positive,Slow (>45 min),4.0–4.5
R0495,Restaurant_495,Ahmedabad,Navrangpura,Fast Food,Fine Dining,Luxury (> ₹1000),2.7,507,55,313,481,8.6,-0.08,30,Yes,Yes,32,13.1,Closed,150553,Low (<5L),Both Platforms,Neutral,Slow (>45 min),<3.0
R0496,Restaurant_496,Kolkata,Bhowanipur,Cafe,Dine-in,Premium (₹500-₹1000),4.1,262,49,2218,516,6.1,-0.61,0,Yes,Yes,39,37.4,Struggling,1144488,Medium (5–15L),Both Platforms,Negative,Slow (>45 min),4.0–4.5
R0497,Restaurant_497,Pune,Hadapsar,Mughlai,Fine Dining,Luxury (> ₹1000),3.0,1177,71,280,241,1.7,0.25,50,Yes,Yes,40,28.9,Struggling,67480,Low (<5L),Both Platforms,Neutral,Slow (>45 min),<3.0
R0498,Restaurant_498,Bangalore,HSR Layout,Fast Food,Fine Dining,Premium (₹500-₹1000),3.2,116,53,2502,853,6.9,-0.7,50,Yes,No,25,24.0,Closed,2134206,High (>15L),Zomato Only,Negative,Slow (>45 min),3.0–3.5
R0499,Restaurant_499,Hyderabad,Ameerpet,Italian,Dine-in,Premium (₹500-₹1000),3.0,3947,64,2933,1185,4.9,0.45,20,Yes,No,24,41.1,Struggling,3475605,High (>15L),Zomato Only,Positive,Slow (>45 min),<3.0
R0500,Restaurant_500,Ahmedabad,Navrangpura,Mughlai,Delivery Only,Budget (< ₹200),4.1,1936,49,2655,398,2.8,0.52,20,No,Yes,28,53.1,Stable,1056690,Medium (5–15L),Swiggy Only,Positive,Slow (>45 min),4.0–4.5
